summary_date,campaign_name,impressions,clicks,installs,spend,CTR,CPI
2022-07-09,Super campaign 16,3627398.0,66206.0,124.0,162.76260000000002,0.01825165035653656,1.312601612903226
2022-07-09,Super campaign 5,0.0,0.0,14.0,0.0,,0.0
2022-07-09,Super campaign 6,1163260.0,13926.0,110.0,26.815035,0.01197152829118168,0.24377304545454548
2022-07-09,Super campaign 9,0.0,0.0,42.0,0.0,,0.0
2022-07-10,Super campaign 10,0.0,41214.0,0.0,3.1850000000000005,inf,inf
2022-07-10,Super campaign 16,3613864.0,61002.0,122.0,162.799,0.01687999327036103,1.3344180327868853
2022-07-10,Super campaign 5,0.0,0.0,24.0,0.0,,0.0
2022-07-10,Super campaign 6,1410830.0,21090.0,110.0,27.302145,0.014948647250200236,0.24820131818181818
2022-07-10,Super campaign 9,0.0,0.0,46.0,0.0,,0.0
2022-07-11,Super campaign 10,0.0,41214.0,0.0,2.275,inf,inf
2022-07-11,Super campaign 16,3243704.0,62674.0,150.0,158.50315,0.019321738358370553,1.0566876666666667
2022-07-11,Super campaign 5,0.0,0.0,2.0,0.0,,0.0
2022-07-11,Super campaign 6,2427398.0,7696.0,88.0,21.45598,0.0031704730744608013,0.24381795454545455
2022-07-11,Super campaign 9,0.0,0.0,28.0,0.0,,0.0
2022-07-12,Super campaign 10,0.0,41214.0,0.0,0.78,inf,inf
2022-07-12,Super campaign 16,3234936.0,54536.0,144.0,148.73755,0.01685844789510519,1.0328996527777778
2022-07-12,Super campaign 4,0.0,0.0,2.0,0.0,,0.0
2022-07-12,Super campaign 6,2191556.0,15220.0,118.0,27.79166,0.0069448373666928884,0.23552254237288137
2022-07-12,Super campaign 9,0.0,0.0,8.0,0.0,,0.0
2022-07-13,Super campaign 10,0.0,41214.0,0.0,0.78,inf,inf
2022-07-13,Super campaign 16,3245200.0,69482.0,142.0,157.7173,0.0214106988783434,1.1106852112676056
2022-07-13,Super campaign 6,1876592.0,25534.0,148.0,37.05052,0.013606580439434891,0.2503413513513513
2022-07-13,Super campaign 9,0.0,0.0,12.0,0.0,,0.0
2022-07-14,Super campaign 10,0.0,41214.0,0.0,0.91,inf,inf
2022-07-14,Super campaign 16,3042126.0,76614.0,142.0,164.41555,0.02518436120002919,1.1578559859154929
2022-07-14,Super campaign 4,0.0,0.0,2.0,0.0,,0.0
2022-07-14,Super campaign 6,1753240.0,47222.0,102.0,39.32539,0.02693413337592115,0.3855430392156863
2022-07-14,Super campaign 9,0.0,0.0,14.0,0.0,,0.0
2022-07-15,Super campaign 10,0.0,41214.0,0.0,0.13,inf,inf
2022-07-15,Super campaign 16,3108724.0,79614.0,170.0,164.8192,0.025609864368789252,0.969524705882353
2022-07-15,Super campaign 6,956652.0,13096.0,86.0,30.0625,0.013689408478736259,0.3495639534883721
2022-07-16,Super campaign 10,0.0,41214.0,0.0,0.5850000000000001,inf,inf
2022-07-16,Super campaign 16,3165604.0,83344.0,154.0,166.00805,0.026327993014919112,1.0779743506493507
2022-07-16,Super campaign 6,1171720.0,11762.0,76.0,23.725,0.010038234390468713,0.31217105263157896
2022-07-16,Super campaign 9,0.0,0.0,8.0,0.0,,0.0
2022-07-17,Super campaign 10,0.0,41214.0,0.0,0.78,inf,inf
2022-07-17,Super campaign 16,3428582.0,76564.0,166.0,173.3706,0.022331097812448412,1.044401204819277
2022-07-17,Super campaign 6,1227570.0,16524.0,108.0,35.9125,0.013460739509763191,0.33252314814814815
2022-07-17,Super campaign 9,0.0,0.0,10.0,0.0,,0.0
2022-07-18,Super campaign 10,0.0,41214.0,0.0,0.13,inf,inf
2022-07-18,Super campaign 16,2846278.0,87068.0,208.0,153.023,0.03059012506859836,0.7356874999999999
2022-07-18,Super campaign 6,1134798.0,11166.0,100.0,29.9,0.009839636657801652,0.299
2022-07-18,Super campaign 9,0.0,0.0,4.0,0.0,,0.0
2022-07-19,Super campaign 10,0.0,41214.0,0.0,0.13,inf,inf
2022-07-19,Super campaign 16,2541428.0,83232.0,204.0,153.2544,0.03275009168074012,0.7512470588235294
2022-07-19,Super campaign 6,585216.0,4358.0,44.0,17.55,0.007446823053368329,0.39886363636363636
2022-07-20,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-20,Super campaign 16,1310036.0,38676.0,172.0,89.43285,0.029522852807098432,0.5199584302325582
2022-07-20,Super campaign 6,841374.0,5710.0,80.0,20.15,0.006786518242779073,0.25187499999999996
2022-07-20,Super campaign 9,0.0,0.0,2.0,0.0,,0.0
2022-07-21,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-21,Super campaign 16,0.0,2.0,124.0,0.0,inf,0.0
2022-07-21,Super campaign 6,1260810.0,12984.0,106.0,31.85,0.010298141670830657,0.30047169811320756
2022-07-21,Super campaign 9,0.0,0.0,2.0,0.0,,0.0
2022-07-22,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-22,Super campaign 16,0.0,0.0,100.0,0.0,,0.0
2022-07-22,Super campaign 6,1503862.0,13476.0,98.0,35.75,0.008960928595841905,0.3647959183673469
2022-07-22,Super campaign 9,0.0,0.0,2.0,0.0,,0.0
2022-07-23,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-23,Super campaign 16,0.0,0.0,82.0,0.0,,0.0
2022-07-23,Super campaign 4,0.0,0.0,2.0,0.0,,0.0
2022-07-23,Super campaign 6,868370.0,7866.0,84.0,29.25,0.00905835070304133,0.3482142857142857
2022-07-23,Super campaign 9,0.0,0.0,2.0,0.0,,0.0
2022-07-24,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-24,Super campaign 16,0.0,0.0,62.0,0.0,,0.0
2022-07-24,Super campaign 6,1792852.0,25726.0,106.0,33.15,0.014349204507678268,0.3127358490566038
2022-07-25,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-25,Super campaign 16,794362.0,12778.0,56.0,67.22885,0.01608586513453564,1.2005151785714285
2022-07-25,Super campaign 6,983018.0,6196.0,92.0,28.6,0.006303038194621055,0.31086956521739134
2022-07-26,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-26,Super campaign 16,1628010.0,32918.0,84.0,168.92395000000002,0.020219777519794105,2.010999404761905
2022-07-26,Super campaign 4,0.0,0.0,2.0,0.0,,0.0
2022-07-26,Super campaign 6,1793638.0,10052.0,102.0,33.800000000000004,0.0056042523630743775,0.3313725490196079
2022-07-27,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-27,Super campaign 16,1489662.0,31710.0,72.0,168.19985000000003,0.02128670799147726,2.3361090277777783
2022-07-27,Super campaign 6,1089292.0,10890.0,68.0,22.75,0.009997319359730908,0.33455882352941174
2022-07-28,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-28,Super campaign 16,1476348.0,30706.0,88.0,173.5669,0.020798619295721604,1.9723511363636363
2022-07-28,Super campaign 6,1932692.0,20932.0,84.0,26.65,0.010830489286446055,0.31726190476190474
2022-07-29,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-29,Super campaign 16,1186670.0,33272.0,86.0,183.39425,0.028038123488417166,2.1324912790697677
2022-07-29,Super campaign 6,1363644.0,11740.0,90.0,29.9,0.008609285121336654,0.3322222222222222
2022-07-30,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-30,Super campaign 16,1309234.0,36508.0,110.0,212.5396,0.02788500756931152,1.9321781818181818
2022-07-30,Super campaign 4,0.0,0.0,2.0,0.0,,0.0
2022-07-30,Super campaign 6,1664490.0,16718.0,106.0,29.25,0.010043917356067024,0.2759433962264151
2022-07-30,Super campaign 9,0.0,0.0,2.0,0.0,,0.0
2022-07-31,Super campaign 10,0.0,0.0,0.0,0.0,,
2022-07-31,Super campaign 16,1086188.0,34170.0,78.0,164.58975,0.031458642518606354,2.110125
2022-07-31,Super campaign 6,1124080.0,21316.0,96.0,35.75,0.01896306312717956,0.3723958333333333
2022-07-31,Super campaign 9,0.0,0.0,2.0,0.0,,0.0
